"text","toss","non_comp","coder1nonc","coder2nonc"
"Two 16 hour days. Covid is getting bad again at the hospital.  I am exhausted and can’t sleep. I am getting stage 2 pressure ulcers on the bridge of my nose from my N95 again.  My hands are dry, angry and hurt. I am fried. Burned out. Exhausted. Wear. A. Fucking. Mask. #CovidRN",NA,0,0,0
"I can’t get over the moment where Karen Pence showed up on stage without her mask on as a slap in the face to the 200,000 people who died on her husband’s watch as head of the coronavirus task force.",NA,0,0,0
"A year ago today, someone privately told Bob Woodward on tape that covid was ""deadly stuff,"" ""more deadly than even your strenuous flus.”

Weeks later, that same person was still publicly saying covid was ""a flu,"" ""like a flu,"" ""like the regular flu that we have flu shots for.""",NA,0,0,0
"Mike Lee tested positive just 10 days ago and he won't even wear a mask to protect those around him. https://t.co/0R4cpy9umN",NA,0,0,0
"It never ends. First masks don’t work.  Then masks always work.  First it cannot be spread via aerosol.  Now it’s primarily spread by aerosol.  First herd immunity includes getting infected.    Now herd immunity only includes vaccinations. Our CDC is a fraud. https://t.co/SJckuqVfl8",NA,1,1,1
"According to the data coming out now, the “bad flu season” of December 2019 &amp; January 2020 was actually the beginning of COVID-19 and we just didn’t have the PCR tests to know it!",NA,0,0,0
"She also spent months trying to overturn the will of the American people, including millions in her own state, fanning the flames of insurrection, &amp; during the Capitol attack, refused to wear a mask, exposing colleagues who later tested positive for COVID. https://t.co/t7UpHqKs6h",NA,0,0,0
"It may feel like the COVID-19 vaccine was developed quickly.

But YEARS of research made it possible, including decades of study on mRNA vaccines.

Get the facts: https://t.co/yVyJY042Pd https://t.co/1omqx56jik",NA,0,0,0
".@RealJamesWoods nails it again!

MSM crying about lack of social distancing is ridiculous when they refuse to chastise rioters burning down cities. Abraham Accords signed yesterday were significant moment in history &amp; social distancing was headline?

Journalistic integrity? Dead https://t.co/VamZO0kT5L",NA,1,1,1
"Biden put out an ad of a “struggling” bar owner who blamed Trump for the lockdowns.

Turns out that the bar owner is a wealthy investor who actually supported the lockdowns. 

Lying to voters is all Joe knows.",NA,0,0,0
"Trump misled the country in February when he downplayed the severity of the virus, but told Bob Woodward that COVID-19 was deadly, airborne, and worse than any flu.

That he is still lying about the virus, with 200,000 Americans dead and no end in sight, is simply monstrous: https://t.co/H2dvp8vxU3",NA,0,0,0
"Stay home. Happy thanksgiving!
 🍽. 🦃. 🍁  ❤️ https://t.co/7l7SICpCNU",NA,0,0,0
"My friend didn’t wear a mask because he believed the lies from our leaders. Now, he’s close to being intubated. He asked that I share this. 

Wear a mask! https://t.co/S43WWHQDEW",NA,0,0,0
"Wear a mask until EVERY person is vaccinated?! Are you insane? https://t.co/gJy8pgYro0",NA,1,1,1
"CASE IN POINT! I tweeted earlier today that you can social distance and wear masks all the time AND STILL CONTRACT COVID-19. Gillian Turner discusses getting the virus (while her husband stayed negative).  Why is this not being covered more on @foxnews?
https://t.co/vjyZcpid3o",NA,0,0,0
"@WhiteHouse 🚨 CDC chief testified in Senate today that a vaccine won’t likely be widely available in the US until the third quarter or late second quarter of 2021 #TrumpLiesAmericansDie",NA,0,0,0
"Just now on @MSNBC saying there are anti-fascist counter protests to the MAGA march tomorrow

Don't. Just don't. Our protest was Nov 3, and we delivered a resounding rebuke to fascism and trump. Don't give them any violent openings, just stay away, stay home, best counter protest",NA,0,0,0
"Don’t lockdown the country.
Don’t impose curfews.
Don’t close schools. 

Let Americans decide for themselves. 

And celebrate Thanksgiving.",NA,1,1,1
"It's intended as psychological harm
de-humanizing us, dominating us — a power trip for tyrants

Sadomasochists - or as some have termed it
mask-ochists

#MasksOff #MasksOffAmerica 
#InformedConsent NOT #Lockdown https://t.co/FlnUsROFPP",NA,1,1,1
"When Trump was saying young people couldn’t get coronavirus, he knew they could.

When Trump was saying it was the same as the flu, he knew it was deadlier.

When Trump was purposely downplaying the severity, he knew it passed through the air. 

He knew.",NA,0,0,0
"@AmlongJudyann @DavidTexBrandon @jolia_pati @ArasAroyan @Rubicon1313 @Robthefrosty @hibawants @HLStockenstrom @nazuzuwin @suzyq8825 @ResisterChic @Clark33Clark @BikerMike03flhr @resistwithEllen @GeraldW44206008 @Brindlepooch @book960 @KathleenRMC1 @seacreaturemama @noah_nonsense @pixie_gates @Eliz2Vargas @greger_mary @Rosie_wearamask @FreeMe_YES @IndieAgitator @LocolopezNYC @Biden_Army @leonresists @Djangomydog @lmakowski3 @glennkirschner2 @SueisStaying @PlumptyTrumpty @katibug817 @BrenSumner @WordsDawn @PattyCross2160 @cris_n3wy @xtraferocity @doxie53 @Peatches66 @zelda229 @56blackcat @bogdanoffelaine @davidmweissman @WaterDean @Effy_Got_banned @ConfedofLunches @Starscream35 Aweeee! I like the spelling so unique.",NA,0,0,0
"#COVID19 vaccine. I will be the very last person to take something that takes less than 6 months to make. Let me know how that works. 
Flying through the air may be an engineered science, but that in no way makes it safe.",NA,1,0,1
"#Democrat Austin Mayor Urged People to 'Stay Home' as He Vacationed in Cabo San Lucas, Mexico with Family Members and Guests.

Texas Time to Step it Up!

#OpenTheBox 
https://t.co/GkOwzb7aP5",NA,1,1,1
"We vote for the same reason we wear a mask. Its not fun, exciting, sexy or dramatic. It wont fix everything overnight. Its just a small practical real action you can take to protect your most vulnerable neighbors. Its literally the least you can do. And if we all do it-it works",NA,0,0,0
"Just to clarify the obvious. 
US pandemic policy is:
Federally supported (massive resources, OWS, personnel, beds, logistics);
State managed; &amp;
Locally implemented. 
Want more mandates &amp; lockdown? Contact your governor. That's state controlled. Not federal. Period.
#Federalism",NA,0,0,0
"NEW: El Paso, Texas, orders shutdown of all non-essential services due to coronavirus",NA,0,0,0
"BREAKING:

California becomes the second state to pass 1 MILLION COVID-19 infections.

Despite having their citizens living in a literal prison the entire time!!

I guess lockdowns don’t work🤷🏼‍♂️

OPEN UP AMERICA NOW!!

RT!!",NA,1,0,1
"Check the stats. U.S. deaths this year are pretty much in line with years past.  But deaths from pneumonia, heart disease and the flu are down. So what do you think is going on?  Yup. Deaths previously attributed to other causes are now blamed on Covid.  Why?  Because $$$$$$$",NA,1,1,1
"New Obama voting video: ""The folks in power are hoping that you will stay home. They’re hoping you get cynical. They're trying to convince you that your vote doesn't matter. It's how they win. Don't let them.""",NA,0,0,0
"Denmark is sequencing all coronavirus samples &amp; has an alarming view of the UK variant, B117. Cases involving B117 are increasing by 70% a week in Denmark, despite a strict lockdown, says the country's Serum Institute, a govt agency that tracks diseases  https://t.co/5nIwOZ9JHK",NA,0,0,0
"""Awful sense of hopelessness."" Few vaccines, hospitals jammed, oxygen black market, spiking numbers of infections, deaths. The bleak #Covid-19 tableau in #Mexico. https://t.co/THB5YSEKCe",NA,0,0,0
"An insane amount of disinformation!

Videos manipulated to make it seem Biden said he was in the wrong state, Eric Trump falsely claiming ballots are being sent pre-filled for Joe Biden, Ric Grenell pushing false claims Biden doesn't wear a mask on a plane using a 2019 photo.",NA,0,0,0
"holy fucking shit, every time people go out without masks or distancing, covid cases spike. if only there were some obvious conclusion we could draw from this",NA,0,0,0
"The Chinese biological laboratory in Wuhan is owned by Glaxo! Who, by chance, owns Pfizer! (the one who produces the vaccine!)
Which, by chance, is managed by Black Rock finances. Who, by chance, manages the finances of the Open Foundation Company (SOROS FOUNDATION)! https://t.co/KaxP8ukxA3",NA,1,1,1
"Can you spot anything funny about Joe “Everybody Should Wear A Mask At All Times” Biden in this picture? https://t.co/ioDsGFG8do",NA,0,1,0
"Trump knew COVID was deadly, yet he actively downplayed it, called it a hoax, made wearing masks a partisan issue, and ignored science while my uncle and thousands of Americans died.",NA,0,0,0
"US Sheriffs Refusing to Enforce Covid-19 Thanksgiving Lockdowns https://t.co/YD20vQDzCz via @WattsUpWithThat",NA,0,0,0
"@RealJamesWoods Francis, you should stay home. It’s better for you. #TDS",NA,0,0,0
"Farmworkers in Oregon this week used N95 masks and their cell phone flashlights to pick cucumbers in the midst of devastating wildfires. Under what conditions must someone be living to go to work in these horrific and dangerous conditions?! 😡 #WhereIsOSHA https://t.co/d34yopSvlP",NA,0,0,0
"@KeishaBottoms @JoeBiden No masks? No social distancing?",NA,0,0,0
"Mitch wouldn't even allow a vote on hundreds of billions of dollars of COVID relief. He’s blocked money for schools, testing, vaccines &amp; unemployment insurance for 116 days.
 
His goal is clear: Do nothing, then point his finger in a desperate attempt to win this election. https://t.co/XbYaRxoC9B",NA,0,0,0
"Second COVID-19 vaccine wins backing from US expert panel, paving way for final FDA decision on emergency use https://t.co/JHFCOGoesU",NA,0,0,0
"Unfortunately, the spread of #COVID19 is rising in nearly every state, regardless of if they have mask mandates in place. Here in South Dakota, we’re focusing on solutions that DO good, not on responses that FEEL good. https://t.co/3JD2N4YTch",NA,0,0,0
"@NBCNews Pretty happy to live in Melbourne Australia, we had 700 cases a day and rising, went to hard lock down, it wasn't easy. Just had our 13th day of zero cases, zero deaths.",NA,0,0,0
"guess there’s no need to get a flu shot this season. #coronakilledinfluenza",NA,0,0,0
"JUST IN: Vice President Harris receives second dose of COVID-19 vaccine https://t.co/2KjtiWsZr4 https://t.co/mYP2GHnk0S",NA,0,0,0
"TDS Alert: Scaramucci credits #Biden for COVID-19 vaccine breakthrough

https://t.co/zvEa0BovOE",NA,0,0,0
"Thankful for the work of our community partners working hard to ensure equity in COVID-19 vaccinations  @AMACtn, @conexion_tn, @SiloamFHC, @neighborhealth, @mwalkerhealth: Community Leaders Working Toward Equitable Vaccine Distribution https://t.co/aFkWOLYy2e",NA,0,0,0
"The media have been trying to crash the market with covid doom porn.
News of the latest vaccine resulted in an all-time record Dow.
Moves and countermoves. https://t.co/P7cOsAsCLz",NA,1,1,1
"Five Indiana hospitals will distribute the first 55K doses of COVID-19 vaccine available in the state. They're in Evansville,  Fort Wayne, Indianapolis, Jeffersonville and Munster. https://t.co/bCH9R459mL via @brandonjsmith5",NA,0,0,0
"Unless the rich countries pay to vaccinate poor countries, ever more infectious &amp; deadly variants of COVID-19 will keep springing up &amp;  devastating the globe. This is the classic case where all of humanity must swim together — or sink together. 

Altruism here is self-interest.",NA,0,0,0
"It’s very simple: @NYGovCuomo asked for and was given complete control of the pandemic response back in March of last year. He therefore is completely responsible for the consequences of his decisions: nursing home deaths and the failed vaccine distribution.",NA,0,0,0
"@kylegriffin1 It came AFTER 30,000 Americans had evacuated Wuhan and did not include quarantine restrictions once they got to America. It was too little, too late, a hollow gesture which he has repeatedly pretended was the most important thing he's done to protect America from the #TrumpVirus.",NA,0,0,0
"Some disturbing developments: In addition to the robocalls, voters in Flint, Michigan are getting threatening live calls telling them to stay home or face arrests at the polls. The calls, which have also been reported in Iowa, are (obviously) not true, says Michigan AG office.",NA,0,0,0
